Address,Tier
0x0058a3c77966d9fd7820e9ee6b9b88fb9df3ff3f,1
0x0079daaf696a60bcd1615b302d7a06259dbe6ae2,1
0x00e51e2620f8a3269c0bded2627f7161b4006161,1
0x01b3bae31f089cffbd32d4b8a08f34b4f27be90a,1
0x0208c1ae3bb835574f323049b63bc586481bee89,2
0x02651dc6c4740aac2510ac06745d302ef3f76491,1
0x03a4764d857d1369852cdcc3fac13b3fbaab9f86,1
0x03cabe89d37a5d150d7824bb68d1bf03e14543b4,2
0x05f15cc5066a5e512a83901ff7be2e384e49db66,1
0x06f4db783097c632b888669032b2905f70e08105,1
0x0783f5a4a65247cc1a49e4e7064c2339c7226c4b,1
0x07a6a69b4482180974bde8d5bfa6e5c0046dc63a,1
0x095d8cc20a4fa60fc348905ff75cd2c0107c400a,2
0x0a0f9e6578e1a582e300b593d2ddf2d213b8bead,1
0x0d04d4ac644fdc76f16482d301b51b194aec0e17,1
0x0db52ebf79f1b86408666095e537de787b19250a,1
0x0dc18bc71a65e8dcdfdd713d149dab1ab0306df7,1
0x0e2a7f906646c16c5a267e6b7aa20361cbd136d1,1
0x0fc0b5311553c911f0e2b8535eae70fd0e0be5dc,1
0x10bde9239f776bb5fb2c11b1e3cbe8097761468d,1
0x11ba2765f0f59b0d822c1777cf7006b60749ef9f,1
0x12492d8eb043ec7de2b4e8446906daca41086a24,1
0x126035aafe0eceb9fab0300e17e9aaaf51af2b39,1
0x147b78dd7cf4c89eed7c332299f58c78052f57d4,1
0x15796e635ac42f5bc307da8541b5f72e10f060b1,1
0x16204069922fc4242fbbc5c664970c9601015865,1
0x16a77cf8f77e086b04ebff489586b85b82d12b16,1
0x1770215d1b0573a06ab05aae05db01e7188694d5,1
0x1a4a2dc78983befbddfe65966db111a91ba98f1f,1
0x1faf59040e9087675a7198e3c79d34de2f5796b1,5
0x1fd3f1eefa334ec96b575636b0ba66d8e1b7d3a4,1
0x21e1a1f64117aa0b7c21ab2e834ff324e0040ec6,2
0x232d1304bd119d703eec193116d1616b450fb6dc,3
0x23a55d97f903bdb699e70157160b87002a8f3630,1
0x24921501415a9df35eb7e0faa0b76758cfe4c0e7,1
0x259ce71077ee64f46e3b61195bddda5eb9a05c55,1
0x270162da54447c0cc2bd9110b033b32a4dccaba0,1
0x270310358b6f9dd054cac4c3b8277c5de1ce89f8,1
0x275c459c58db97db01eae632b7ea89ab872f6481,1
0x28628be716add3e3ad20803e395f6b18f41e8baa,1
0x289591f27770bf80491750dccb9858e6463564ff,1
0x292154e71bad7a196e5b0de092f772e497d06b8b,1
0x2a0cf206f0df2459d7131bb8fe5df094d63f9e4e,1
0x2a6d8ff5b4fd5328868df683a890d06aa7214c95,1
0x2a8014b7fdcbd706dbbc0b5d3fa0823671628071,1
0x2b5b74f26bbc137e8f7afae5e0abb371f807a851,1
0x2c7088677ab490eaa27af944d4ac97ed55b9cb22,1
0x2c8467da8b7b3d0a7e3886f6cb6697c49571ff66,1
0x2e2316088c015f4bf27d86a1458a707af536a324,1
0x2e9415bfe747ca0447da7984c2f96aa222b2c37f,2
0x2f6b63ea91ca3e13fcb6911dfee4af24cdec37d7,2
0x301605c95acbed7a1fd9c2c0deee964e2afbd0c3,2
0x35078e828e8d40e654e300606421e9663fd4003f,2
0x38345d9c645e9620ba5c0c2ac13eb0fb50b3dce5,1
0x394333707d70af2ae14f6b422256b4d74a948b4a,4
0x394984e4cf7bf1d12fcb89b9cba8416ebf673228,1
0x39b8edbc6d6bab985bf03b498166db588c00278e,3
0x3a1ed93f61450ccc5a39cdc75001eda8b78d4158,1
0x3be9b9ef04264d256c411207d4b18fd4c2a4a3ec,1
0x3c03008191057d7e75b02fc6dd7cfda6762ddd13,1
0x3ce047452c1269588674ab79fb96c39cca3a66c3,4
0x3d09a0df89c2ab9bec05e3ed5ccc44bf8413fa41,2
0x3d958c62b36e01018644538bd1998c1e9be1ddd8,1
0x3f4641ebb68d0df06d6ea99d4abe759228d8bbd3,1
0x3fda433cee41185983771bde8bd22fae2f090fe5,3
0x420e347634c65c8cd9c929838b54d05e27f14d9b,1
0x4239d7d5d4e7a6a3133ff470f00ccddabd34fd29,1
0x445e8b91626a7a2dba2471475dfd3b515880a91d,3
0x44afd2beca04eb255558e184acba944c4ccb968a,1
0x452251665b867b791db10e7491e9f7227574b5f6,1
0x475eaa9b5386f2fd85d821cf72eec45fe7e4c09a,2
0x47d1be8951f4e4f21377061a7202853badf94075,1
0x485649164ca83b0db65c698afb568cc7c54ee9c4,1
0x489add7680605f6fc4806595cd75e65d7f1675eb,1
0x4995bb05394ff4cc064f7fafae7801b152a1b6dc,1
0x4a6b030c233090adc598ddff4967e9087f4c5cfd,1
0x4ac6ebd8df05b2eeda4e4c44ae695dfa37ce330a,1
0x4aded57a435e9c8afe08499e040d304ef5693aa4,1
0x4ae70efbc57df5f16fc5fa2ccf016887e6312afb,1
0x4b260d647dcec3687e755a914a00a17c2802348e,3
0x4d1d9dad24a564e52aafe361b4af2b663592ba65,1
0x4f8c531df3d97c6cd437ac8dfe756975445d1161,2
0x510801db6f1efaadb452c7c6af78493d488dca80,1
0x5202e694e9fc9b097549619236f5ee3d059a4e95,1
0x526c9c964440ebc308ac95f3df68feb5673a4714,1
0x528fd0edf2d42b4691d6f2a3a040f1610510065c,1
0x5329cbd25a88d20c84ee8d5260a90b4e3c8c3e4f,1
0x553d963fae2068d1bcae1caf5704039fa57e77ce,1
0x569a149c9c8a0f91dc392d443439e29c8553b923,1
0x56bb83ca3970c0c3cf41b0b68faf2a898a603044,1
0x573cf259ef874c1e26a64522c56e151db8d3294d,1
0x58a9dbc4ac6c9f9582fcc60e13ee28d8283233f3,1
0x592eec259f663ceb44c7319c38cd99393e6318ff,2
0x5c5e7a6d5603ab934ae2fd0384cdd227ca507777,1
0x5d1523652ee0519240f853ccae41ad205d1e57ca,1
0x5d5d1c3179addf4a598818421047ffa622052ef6,1
0x5da9b0f40bd95235324caa275ab910c2543fb421,3
0x5dafda5f3662399f35a717bd2e9657ffeeca8d6f,2
0x5f0e49be9b00396fe2bc2a3c870965fac6a08a3b,1
0x5f6f65f3da0bd5fe9f6dea50c5f134461cd58a45,3
0x5fe4e295a0765eab77e23711972fdcce960dd95b,2
0x5ff41db4c8632ff3f3e3d70d388b01ea31237830,1
0x60196758ec1b03623a488df0b683ca764b953b1c,1
0x618b0d44e13294d4a8011f36a169aedafb76aab6,1
0x62b648854e88935162b9751c9058ec4236cd81b2,1
0x62d0d8ad4e8615d7380e01e7a833ca906b012087,1
0x634f22ceb7f99fb507e14e7ec3a658b09e85e998,1
0x651231f34b270143c121b992429008e9bdf9366a,2
0x6524edfb676383fd19aa2f1ba2efed3d174f6ec8,1
0x6543c99d0e073c140fd08a741c6cfdcd1449da94,3
0x660e1b470f99887494498ccc9060de1112773278,1
0x6755522f5c7197400ea2f965a052346c3b25cfd4,1
0x68346273a95890fbef7f375aa6ea1e1f46955ff5,1
0x69d9a6b0a576ec02c55e6a6d1eb1796d3403587f,1
0x6ddcb133bb08c44c0a05e0330c76b0bcc1b8d030,1
0x6e6073baabf99ffd04f25d5b78920afbc1341634,1
0x6fa690100eab12f69304154e9ab38203ac70cf83,1
0x706239f20af514fafeb0da89f341509c0e5d0f9e,4
0x71321a430cc93635b9d587bfb99e6656dc36b3ac,1
0x71546e6ae97254942c5fb38cc9754fabeb0bc744,1
0x71b58860b5f8b91070cccbfde54ec2bce20e7cf6,1
0x72c3b74d857df65a7d94566e216f84219ec2315b,1
0x72e1638bd8cd371bfb04cf665b749a0e4ae38324,1
0x74049c3601d5476a3865ab7682ed35f89bdb524d,2
0x748fcb4123e542a86d032cba44acbf8960df466f,2
0x74f0e343e88e47374fff9408ceedfbd5a4f4ba7c,1
0x75aa907006e293828567e0f931138ab4aa214d38,1
0x7681cbf41c5459e8be15043b7b94da06fbb3820d,1
0x77337dfe579a03a07a475870db443d65127f0769,1
0x7757294a3d03331ed114625bee6731d293251a6a,1
0x778549eb292ac98a96a05e122967f22efa003707,1
0x7a85aba48077c412079ad9da57ba048ad924b37f,1
0x7aaceb7dd9d0b1bc40b35b7edb153b067f2abb76,1
0x7f2fccaf717128bdf5efabd67a8ea9a812d5813e,1
0x7fa57d1147832d579431a9944550d0f9559802b4,1
0x81c4d113e208dfe0ad2c24dd56c224801406bc4a,1
0x82eb720183775dd7263ad091d3acfdedc69c7fb4,1
0x82f8c0ee18963bbb68a66123411a760229845e51,1
0x8458de5cf2323c765b5fca0818be93d4c5c2024b,2
0x84da3aea2547e2752957da8001f9204101127cfe,4
0x856ba87e2e909321ab547b8c3cfb4ab4206b48c2,1
0x85a363699c6864248a6ffca66e4a1a5ccf9f5567,3
0x864c8cf275819069bfb680cacf36e7d2e48cbdcc,1
0x8798acceae9c4a76756b1a0880a6891ddc8ce1ee,1
0x8b1f79869a391a5ec7cdf719bb6e3b45876cad9d,1
0x8b7e2ea1d10e93dfd255c6165c231fceb2cf7830,1
0x8c8aa21ece464f79f38d9926787043e4087fb35b,1
0x8e60945b92dde09704564cdcdaa6be5524f32302,1
0x8f0583a7f9f69b619382e14690d88f03a07e98ff,1
0x8f73be66ca8c79382f72139be03746343bf5faa0,1
0x8fdc1fa1e2457df6189adba297e0c7dab1a521d2,1
0x91a12d4260ac06033f4b2a84d9af00adc90dc307,1
0x956ac0fb515325b94eff715dd52376ec5b567ff3,1
0x95bf6d942e5cde0dbc680b46080496b7ca8dff54,1
0x9611c2158af8360f4f8016265ce127b2fc13eceb,1
0x96b856090654785f7e1a6e4c8f4c76211a6da3b5,1
0x96bb7b429cf97131e624fa32d27b45595d59b5b8,1
0x971b9ac6825d23b16cd085a70e914ee4cdbe84a7,1
0x98e585dd56c2c96bf5b31a466b5cfc86a4b546bd,1
0x9959d6455e6d82bdd02790178668603e520020fe,1
0x9b5f6df2c7a331697cf2616ca884594f6afdc07d,1
0x9f25f80b49a5c567a922fe9ef46151f9d2a4023b,1
0x9ff548c1b3ea3dd123afe39c759dda548009b6c8,1
0xa1fb8a513d572f9d03355f0ad6663929da7ef977,1
0xa359b00590251296f25ab7ee5eead4e6b26525db,3
0xa535c8ed3ebaf7048f53bf02e9ed9a194100899f,1
0xa77af848bd4553c646b81d2f177a789cceee10ca,1
0xa7e327d307a5ce0fa4b2894943a9351990db6e0a,1
0xa829cfd0a0ba3ef42561b9276147c25382aeb801,1
0xa8ff7cb732f4d0e57489a7b68ed0f8c93a74ea33,1
0xa906c85b7e809b79c5e69d485693b44d65b1b252,1
0xab797269c3ffcc1f9e040a3bdb87ba0bdcc68819,1
0xacaeeb82ecf856c033ed7b8aaec81e8480c3555f,1
0xad6c17c13c270ce21b800cfca806792a8311c844,1
0xad7575aefd4d64520c3269fd24eae1b0e13dbe7b,3
0xae2c9dab2ad76c890909985b3e89fca07e61f9a3,1
0xae41448c6e364c3d0337ea577d8d5cb524180f12,1
0xaea2417ed783286c8568bb39357cc52bbf4b8208,1
0xaf160e879abe686d9174bd769ed129272f5c08c8,1
0xb0531aa687806b903b17266573312d28725fb315,1
0xb337bec114b9acafcc06ee8a3ed5a795568e8c0d,1
0xb39800180015bf0da2f0ece6e1be8e84fc1b3abc,1
0xb3c32ccabe146dac5ff07e16a296029595b530d2,2
0xb46bf26c451d773aff644f3bfb4377cd2afc1f2a,1
0xb4f1910f7e46790702e0706a03bf6a47f0308ac3,1
0xb6fe75be08e8c17f50911ccfdcf3da9e11b89dde,1
0xb9d53cc752d3d1888fe8e340a65027c1a2d86f94,1
0xba6e1c26be2f8b46d9e7ab7573b99921ee81acf5,1
0xbc68f54d9edeb838001412f1003c0cf3f79b93c8,3
0xbda4446d94d907fee2f6b7846a0320045a2e9949,1
0xbe11e549578be3eb2b28ce73636bc2e84832c441,1
0xc0452015b9d4de69b98f1349ba9280b66a0385cc,1
0xc10d23bc838c1e71f19a0118b85656884963964f,1
0xc1aa6c04bad0a0dad9deea33a3e40999627942ce,1
0xc2fb4b3ea53e10c88d193e709a81c4dc7aec902e,1
0xc4d9d1a93068d311ab18e988244123430eb4f1cd,1
0xc694f2b16fb9292d28ea686c07ef36bcb66f3701,3
0xc710ccd5ac6b27f7c74f875ce66227f685c38de8,1
0xca05bce175e9c39fe015a5fc1e98d2b735ff51d9,1
0xcaa196f3c016f3f8899384d92745ec1343024373,1
0xcd26e540f773dbc7abc46db7e2830ad7f735ce86,3
0xd015258eaae6e31211807a4428195e23bb384051,1
0xd021585778ffced5efbdb360b3cc5afaca379c38,4
0xd05625bd0f744dbec2e209ed17c577e4e1f66f82,1
0xd11256d99f8833bee0b99203ddcfe4cd6c823d8d,1
0xd19ed4e21e1de7195713e10feb06b4b9a2df13d2,3
0xd262c42632cdba8a824fa2b7db3d8fd62d199def,3
0xd4e002426ab506d8bf67b98f6a2188bea10d6166,1
0xd543d1a4d1047b2afecfdd66845bb36ac01b3fa8,1
0xd5f96e9ad69a1b44eac3e015dce5f3b8a152e10e,1
0xd6ccd8d96f44638d2122caf2fd45818aeb1efb7f,1
0xd748f67682217c1586b9b38c8ced028e541f62ca,1
0xd79b484735e0c76b80a8c1c71f2a05a83a92a3ae,1
0xd83dbcfc60d4d4f99c343c6c089e9d5f08fc839b,4
0xd8fe8f3b3ceb7540494ba374d8e597ef228ca9fb,2
0xdabfe7fcfc45549eb5ca56a1686f18c11520ee34,1
0xdaef40bc3d05b88937d6cdb36fa1733d0eeb2ae8,1
0xdbcf667354642e4c336df9a6f911d1358683f808,2
0xddfa387b878605712277e7b704533170be2d23a5,1
0xdeea70eed67844bbc9f58de9f4e580abff4d98b1,1
0xdf1191a980b82e2eb7c8c6eac7f1eff201c7c445,1
0xdf2d2f880ae045da8f99e0d381f2e1b79a9a0f15,1
0xdf5dd08a8a99cf9f5665d18eaf13e635f6c33671,1
0xe0b3901a8d89134e272c9a4fe43e7da709a69881,1
0xe1347ae9c3a83b292b66699042f0adddf27f5d1c,1
0xe2affe0ea73920ebdd461dbe77b6b713091d5909,1
0xe2d2ac26cb9de9a8bbc6d2698cc40b154fac920d,1
0xe4d8f3cff27b71f42401df7945c7d206ce6a3c9e,1
0xe5f74f12788d61ee35f9b818c2295b658bb7faa0,1
0xe6018a57d99bea654284f3b1499a6ec8ebcabbb2,3
0xe6e3bb4cafcb5388bb142021a84b7528a9aaa4ee,1
0xe8ac35346fd6ba0b5d75a14c8da4e936437554d8,1
0xeb4ffe19d679b8bf89d6f2e71aff05c21c234a40,2
0xeb5c8e93a7e2796d7e1a1189d1a097235b00fe77,1
0xeb67444529e47a5dd5fb6790d7bb01561ee52254,2
0xed0a50f6d9b18958e1e6f4691721ef10c81d1fd2,1
0xed84445cb54b0688d70c510ac0d2d2e05572dbab,2
0xed9eda1edefaa2473841b558f71b2a4cc60464d7,2
0xee44964124bc1637302e78ee79657a7d05f9f181,2
0xeed5b859640206b3aa3d77ee9b882feb6d40785b,2
0xeed8682ea339ed3e1966d7a557be082ad80bc1ad,2
0xf0f4610ef547e1a5201cd1526565b8a6f92eb515,2
0xf1f5591995eb317357438d64a74e4626e1afe110,1
0xf4a603fb3cdee3990b5aaa5cf70da5aaec6f27bd,1
0xf51821b91189d3aca9d3fc86b844b6b19d76f11e,1
0xf69974ad8d7b088de9a33839e32c1a03e86068e7,1
0xf7175abd9b6ee56e1649319865a046ac15aa8e63,1
0xf7e5a02d246fedf3c82d2d9104b69037e73988e3,1
0xfa8b2631fb05cf5e199a16b6c0cbec6a1f4d824f,2
0xfb8205b3285e0e1541705364f0b17eac679f5a69,1
