Address,Tier
0x31cd90C2788f3e390d2Bb72871f5aD3F1a4B22a1,2
0xAC15963065Cd50b25B9eA0eA579f286942A2Af14,2
0x5d1ed874ea2f4269c2e1D075973c7fdb7b39154A,2
0x3e737AD3234a127066043D5Df2ABF7adDEC79c2b,2
0x37BAedAA536f7144E72915C683e6095177D33e78,2
0x63A36788615E165078562172C9BABE383D4bA371,2
0xFEF5A1A2b3754A2F53161EaaAcb3EB889F004d4a,2
0x50111E51Cf97d6165e1A88D5CA0d4a4fa5d6c47E,2
0x64ca92619d8263518Cc14B1B698312f36e249095,2
0xba0fee8490118fc4f46bd0974d7bf93d0e2f1064,2
0x327c780114D157BeE5780D56d62cFeE6d8DC603e,1
0x5d36a202687fD6Bd0f670545334bF0B4827Cc1E2,1
0x1d8b86f4E261b6329465358f573c3B31A4a2A646,1
0xe3F4F3aD70C1190EC480554bbc3Ed30285aE0610,1
0x2AeD14FE7bd056212cD0eD91b57a8EC5A5E33624,1
0x1421d52714B01298E2e9AA969e14c9317B3E1CFA,1
0x4654a70C7c13AC3004819B881dc450E8A1A2Dc2e,1
0x0330F6bE6aCE2D975b4aC7Be109C46015C508BB1,1
0xD101eE8Ab789B5Ac467Cd0c5343ac596E074e7a9,1
0x3779CF289d8161Cd6679696D10647FBa2cb0ef50,1
0x214348e96A9F8ca3e4E7B02f668b9053803626F3,1
0x8922c8ac42ae84ced3a4e8d54ce7fcb3d52ebcb2,1
0x78670759E39E955E55EFA52d6d4BECa86F40b498,1
0xdd130bEEbAFe3e8d811252194B6b1F266A85FaB4,1
0xcc0549f9dc6D8c5BD1EeC10d9E70eEEA32c818D7,1
0x93408CCE41f10E6e9F5943b17B47D0CB609b4AFe,1
0xE73a198e7C07c418D7dcFd42f5E953074aBbD125,1
0x3FB19771947072629C8EEE7995a2eF23B72d4C8A,1
0xEBe109b76b606C19DDC890fFcA3e992e6a0fB13D,1
0x9c868c1A597d08C76406E012f6EBf44A42864D75,1
0x48739572951F5bdb2CAC71BfF1Fc0747266C816e,1
0x6820442229778647b77cA1bb1746d1966dEbe3Ea,1
0xB6Bb848A8E00b77698CAb1626C893dc8ddE4927c,1
0x9AD631ff4518d4a2a7276D2dF0803F37EfA52080,1
0x3DDC7d25c7a1dc381443e491Bbf1Caa8928A05B0,1
