Address,Tier
0x0ea26051f7657d59418da186137141cea90d0652,5
0xd6b97e042d03edbdc100eb55fbe43eb75f2e3036,5
0x30e17d30310603eb27ed9c01eb24b27f951ebe18,5
0xca3589b6dc6b6ae9da653b82b5cf1dd2806db087,5
0xf4c6a5df9050b15a21aabccbc84ccb31fbdc0846,5
0x2c8467da8b7b3d0a7e3886f6cb6697c49571ff66,5
0xe68bc10cb855b108dedc1cfe6e77b089d46cd45a,5
0x7f722b8b013ac7bd654b3b102acc7573a32db9bc,4
0x809c9f8dd8ca93a41c3adca4972fa234c28f7714,4
0xa7979bf6ce644e4e36da2ee65db73c3f5a0df895,4
0xd47eeedd6679fa8595273a621d73057ad1b460bf,4
0xce849efc35a0a0a046e67c76b477c5432e4ba58b,4
0xfc9265a28f66cf4561d74a4e25d7bbd3f482b8e6,5
0x5c7291e18c3ecf30e14ccf1dcd646c0ca3309113,5
0x9dcba70b2dfe5807e2a847e065ebb666791f8b8a,5
0xad851ef1ad2ccf8f87413e6c274bccbec37469d2,4
0x2a81c13f9366395c8fd1ea24912294230d062db3,4
0x40636c38f9114b89a89f06c7377aa26c79800577,4
0x72a751d1c234edd049ef3a2c7be592809063bcb7,4
0x8fbc5ec90fcb4bd279d166c743a27093d8e56fe7,4
0xa1f77cbd09a464dbfafc49283041b9edfffcb130,4
0xfad96031f28bcce112fbf71f207a9302d64d937e,3
0xaa3600788b72863ff51c8f0db5f10bb65fbfeab4,3
0xc4d286963cded90e479f82495d75b739e1d831b1,2
0x8b64990a6684586a68d36873f53f055838dfb340,2
0xc4fc57dedd2463314a3fd2dbadb86b4404c257e5,2
0x2d4ac9c27fffcd87d7fa2619f537c7eb0db96fb7,2
0x98f42f33c9ec06a585f1a97edfd61661ccfea033,2
0x0d0c0941e2578da2b9e2ad03619615f7eebc48f7,2
0x36e4b35907a91a8a103f00697beebb754350297a,2
0x59490c362c54c1b60158f19ce499c82aa3669820,2
0x62a6b918c05fa0f66229d538b2ce5aa40edf150b,2
0x66df5a7715c5d4afbbfa52435c66aa20733be0d1,2
0x91351e779ba3bda58f4ebe49489453e97b90edd3,2
0xbef17a39cd780fe90415b3b4c8a371abee143024,2
0xf905c05a274b4775432b43d1b651e26039ec6354,2
0xe5bc8dd2c7fdd485125a19771a7e136de6d022b6,2
0x4a24d4a7c36257e0bf256ea2970708817c597a2c,2
0x85a363699c6864248a6ffca66e4a1a5ccf9f5567,2
0x26b49f9731f19dad4953f09d978f2409a249d78d,2
0x5678bb2ef12bc7a842b13f13b40de5e193f1738a,2
0xfacbe1d05ff1a296b6bdf8a79b4abbdbca63483c,2
0x3fb0d1e89693b8709de60d835452a4712d1c9b04,2
0x6ced8114ab9099677887a794b8418ecbd1eb94ea,2
0xbe42b3f0ba9f7c8e4b6c219be55566c88cefc581,2
0x5d7f4ab083c849f9b53b1f86d5b517b22bc5f7e5,2
0x86f6033b1bd86b65eda421fc860eaea2160067f5,2
0x2d4d4938e192c4f50b0cf2fb2afed1b510250b23,2
0x7e1566b2ac6f9b171f539153f252d301751641cf,2
0xaca2f322d69e07993e073c8730180fb139ca4446,2
0xf3ad97364bccc3ea0582ede58c363888f8c4ec85,2
0xe3f4f3ad70c1190ec480554bbc3ed30285ae0610,2
0x461acd846b4cc249b96242f1ab7c72a39d94747c,2
0xe6829705c43530973c9a9394513a18e6a60ea22a,2
0x38b826a4426a0d4d9b4377ac57c9af0308281c5d,2
0x037eb04ad9ddff984f44ce5941d14b8ea3781459,2
0x0780b1456d5e60cf26c8cd6541b85e805c8c05f2,2
0x2b233eaf7e234144885bfe29508befda660604f0,2
0x41548b16b60ed834226473d67ced48fff5e2059d,2
0x59dda36bd196ec849838ce2163e6821f946b37dc,2
0x60f02cc8b0ce8779d3e60902e1be216f70d08b11,2
0x6ad87d0b36d3449d7c844051d92115f087867d85,2
0x9f000bfb33b0b63fce685b538b1a8af079b57d93,2
0xa7ca400d49bba87eb606ee05af93689bd21fab99,2
0xa8f0048a0d1a04663ca5010d0beac5bcaeea0eef,2
0xab2456b5758c0d7f4272151efb56cb7643ca7e30,2
0xd0bfb40f057322ff734a75cbe2f79b9e5c7e4cb3,2
